LLV_B_pop3_2kbp_minimus2_0,1.7954
LLV_B_pop3_2kbp_minimus2_1,2.24555
LLV_B_pop3_2kbp_minimus2_10,0.778522
LLV_B_pop3_2kbp_minimus2_100,43.2483
LLV_B_pop3_2kbp_minimus2_101,27.3937
LLV_B_pop3_2kbp_minimus2_102,0.125858
LLV_B_pop3_2kbp_minimus2_103,152.373
LLV_B_pop3_2kbp_minimus2_104,3.50228
LLV_B_pop3_2kbp_minimus2_105,0
LLV_B_pop3_2kbp_minimus2_106,88.2983
LLV_B_pop3_2kbp_minimus2_107,1.2535
LLV_B_pop3_2kbp_minimus2_108,145.616
LLV_B_pop3_2kbp_minimus2_109,0
LLV_B_pop3_2kbp_minimus2_11,0.994819
LLV_B_pop3_2kbp_minimus2_110,0
LLV_B_pop3_2kbp_minimus2_111,98.5607
LLV_B_pop3_2kbp_minimus2_112,4.1437
LLV_B_pop3_2kbp_minimus2_113,1.07751
LLV_B_pop3_2kbp_minimus2_114,0.767486
LLV_B_pop3_2kbp_minimus2_115,22.082
LLV_B_pop3_2kbp_minimus2_116,0.530095
LLV_B_pop3_2kbp_minimus2_117,8.2782
LLV_B_pop3_2kbp_minimus2_118,1305.37
LLV_B_pop3_2kbp_minimus2_119,8.45911
LLV_B_pop3_2kbp_minimus2_12,0.162477
LLV_B_pop3_2kbp_minimus2_120,265.319
LLV_B_pop3_2kbp_minimus2_121,0
LLV_B_pop3_2kbp_minimus2_122,13.2189
LLV_B_pop3_2kbp_minimus2_123,0.319072
LLV_B_pop3_2kbp_minimus2_124,83.4932
LLV_B_pop3_2kbp_minimus2_125,5.06352
LLV_B_pop3_2kbp_minimus2_126,0.986155
LLV_B_pop3_2kbp_minimus2_127,2.78369
LLV_B_pop3_2kbp_minimus2_128,0.339024
LLV_B_pop3_2kbp_minimus2_129,0.173933
LLV_B_pop3_2kbp_minimus2_13,0
LLV_B_pop3_2kbp_minimus2_130,32.1517
LLV_B_pop3_2kbp_minimus2_131,1.60075
LLV_B_pop3_2kbp_minimus2_132,0
LLV_B_pop3_2kbp_minimus2_133,0
LLV_B_pop3_2kbp_minimus2_134,106.375
LLV_B_pop3_2kbp_minimus2_135,129.617
LLV_B_pop3_2kbp_minimus2_136,8.18928
LLV_B_pop3_2kbp_minimus2_137,0
LLV_B_pop3_2kbp_minimus2_138,5.74526
LLV_B_pop3_2kbp_minimus2_139,0.412491
LLV_B_pop3_2kbp_minimus2_14,145.728
LLV_B_pop3_2kbp_minimus2_140,0
LLV_B_pop3_2kbp_minimus2_141,3135.06
LLV_B_pop3_2kbp_minimus2_142,39.0606
LLV_B_pop3_2kbp_minimus2_143,7.40476
LLV_B_pop3_2kbp_minimus2_144,403.214
LLV_B_pop3_2kbp_minimus2_145,0
LLV_B_pop3_2kbp_minimus2_146,21.2548
LLV_B_pop3_2kbp_minimus2_147,0.960255
LLV_B_pop3_2kbp_minimus2_148,18593.5
LLV_B_pop3_2kbp_minimus2_149,0.456753
LLV_B_pop3_2kbp_minimus2_15,8.93768
LLV_B_pop3_2kbp_minimus2_150,0
LLV_B_pop3_2kbp_minimus2_151,2.23017
LLV_B_pop3_2kbp_minimus2_152,37.6832
LLV_B_pop3_2kbp_minimus2_153,228.649
LLV_B_pop3_2kbp_minimus2_154,1877.98
LLV_B_pop3_2kbp_minimus2_155,0
LLV_B_pop3_2kbp_minimus2_156,0
LLV_B_pop3_2kbp_minimus2_157,1.72549
LLV_B_pop3_2kbp_minimus2_158,5.95854
LLV_B_pop3_2kbp_minimus2_159,272.188
LLV_B_pop3_2kbp_minimus2_16,4.74902
LLV_B_pop3_2kbp_minimus2_160,0.758754
LLV_B_pop3_2kbp_minimus2_161,1.27751
LLV_B_pop3_2kbp_minimus2_162,0
LLV_B_pop3_2kbp_minimus2_163,0
LLV_B_pop3_2kbp_minimus2_164,0
LLV_B_pop3_2kbp_minimus2_165,513.142
LLV_B_pop3_2kbp_minimus2_166,13565.4
LLV_B_pop3_2kbp_minimus2_167,0
LLV_B_pop3_2kbp_minimus2_168,30.2386
LLV_B_pop3_2kbp_minimus2_169,0.365003
LLV_B_pop3_2kbp_minimus2_17,484.995
LLV_B_pop3_2kbp_minimus2_170,0
LLV_B_pop3_2kbp_minimus2_171,10.8328
LLV_B_pop3_2kbp_minimus2_172,14.8722
LLV_B_pop3_2kbp_minimus2_173,0
LLV_B_pop3_2kbp_minimus2_174,18.6222
LLV_B_pop3_2kbp_minimus2_175,0.283449
LLV_B_pop3_2kbp_minimus2_176,6.52857
LLV_B_pop3_2kbp_minimus2_177,0
LLV_B_pop3_2kbp_minimus2_178,3.46621
LLV_B_pop3_2kbp_minimus2_179,0.578872
LLV_B_pop3_2kbp_minimus2_18,0.552179
LLV_B_pop3_2kbp_minimus2_180,0
LLV_B_pop3_2kbp_minimus2_181,4.55078
LLV_B_pop3_2kbp_minimus2_182,0
LLV_B_pop3_2kbp_minimus2_183,0
LLV_B_pop3_2kbp_minimus2_184,0
LLV_B_pop3_2kbp_minimus2_185,0
LLV_B_pop3_2kbp_minimus2_186,110.932
LLV_B_pop3_2kbp_minimus2_187,0
LLV_B_pop3_2kbp_minimus2_188,0
LLV_B_pop3_2kbp_minimus2_189,7.73022
LLV_B_pop3_2kbp_minimus2_19,12.5014
LLV_B_pop3_2kbp_minimus2_190,0
LLV_B_pop3_2kbp_minimus2_191,1027.46
LLV_B_pop3_2kbp_minimus2_192,0
LLV_B_pop3_2kbp_minimus2_193,9.16665
LLV_B_pop3_2kbp_minimus2_194,6.76307
LLV_B_pop3_2kbp_minimus2_195,331.225
LLV_B_pop3_2kbp_minimus2_196,4.66025
LLV_B_pop3_2kbp_minimus2_197,0
LLV_B_pop3_2kbp_minimus2_198,326.716
LLV_B_pop3_2kbp_minimus2_199,4.41255
LLV_B_pop3_2kbp_minimus2_2,17.2367
LLV_B_pop3_2kbp_minimus2_20,0.0712305
LLV_B_pop3_2kbp_minimus2_200,0
LLV_B_pop3_2kbp_minimus2_201,7.6094
LLV_B_pop3_2kbp_minimus2_202,16.5192
LLV_B_pop3_2kbp_minimus2_203,0.352587
LLV_B_pop3_2kbp_minimus2_204,0.354085
LLV_B_pop3_2kbp_minimus2_205,307.8
LLV_B_pop3_2kbp_minimus2_206,0.354336
